-8.750e+01  7.362e-02 
-8.250e+01  3.637e-01 
-7.750e+01  5.791e-01 
-7.250e+01  6.979e-01 
-6.750e+01  7.776e-01 
-6.250e+01  8.438e-01 
-5.750e+01  9.520e-01 
-5.250e+01  1.078e+00 
-4.750e+01  1.111e+00 
-4.250e+01  1.080e+00 
-3.750e+01  1.070e+00 
-3.250e+01  1.291e+00 
-2.750e+01  1.221e+00 
-2.250e+01  9.858e-01 
-1.750e+01  9.533e-01 
-1.250e+01  9.757e-01 
-7.500e+00  1.189e+00 
-2.500e+00  1.637e+00 
 2.500e+00  1.691e+00 
 7.500e+00  1.376e+00 
 1.250e+01  1.109e+00 
 1.750e+01  9.664e-01 
 2.250e+01  1.070e+00 
 2.750e+01  1.053e+00 
 3.250e+01  1.192e+00 
 3.750e+01  1.261e+00 
 4.250e+01  1.092e+00 
 4.750e+01  1.013e+00 
 5.250e+01  1.085e+00 
 5.750e+01  9.447e-01 
 6.250e+01  9.797e-01 
 6.750e+01  8.407e-01 
 7.250e+01  9.548e-01 
 7.750e+01  1.060e+00 
 8.250e+01  9.132e-01 
 8.750e+01  5.161e-01 
