-8.750e+01  1.349e-01 
-8.250e+01  1.220e+00 
-7.750e+01  1.481e+00 
-7.250e+01  1.575e+00 
-6.750e+01  1.277e+00 
-6.250e+01  1.222e+00 
-5.750e+01  1.158e+00 
-5.250e+01  1.076e+00 
-4.750e+01  1.037e+00 
-4.250e+01  9.586e-01 
-3.750e+01  8.159e-01 
-3.250e+01  8.623e-01 
-2.750e+01  8.284e-01 
-2.250e+01  8.451e-01 
-1.750e+01  8.500e-01 
-1.250e+01  1.007e+00 
-7.500e+00  1.196e+00 
-2.500e+00  1.466e+00 
 2.500e+00  1.673e+00 
 7.500e+00  1.438e+00 
 1.250e+01  1.099e+00 
 1.750e+01  8.992e-01 
 2.250e+01  9.753e-01 
 2.750e+01  9.379e-01 
 3.250e+01  9.808e-01 
 3.750e+01  1.021e+00 
 4.250e+01  1.137e+00 
 4.750e+01  1.091e+00 
 5.250e+01  1.123e+00 
 5.750e+01  9.057e-01 
 6.250e+01  8.511e-01 
 6.750e+01  8.312e-01 
 7.250e+01  6.417e-01 
 7.750e+01  6.224e-01 
 8.250e+01  5.230e-01 
 8.750e+01  2.401e-01 
