-8.750e+01  3.310e-02 
-8.250e+01  3.688e-01 
-7.750e+01  4.076e-01 
-7.250e+01  7.129e-01 
-6.750e+01  7.379e-01 
-6.250e+01  7.709e-01 
-5.750e+01  8.864e-01 
-5.250e+01  1.097e+00 
-4.750e+01  1.263e+00 
-4.250e+01  1.297e+00 
-3.750e+01  1.326e+00 
-3.250e+01  1.349e+00 
-2.750e+01  1.314e+00 
-2.250e+01  1.106e+00 
-1.750e+01  1.132e+00 
-1.250e+01  1.099e+00 
-7.500e+00  1.267e+00 
-2.500e+00  1.575e+00 
 2.500e+00  1.811e+00 
 7.500e+00  1.437e+00 
 1.250e+01  1.121e+00 
 1.750e+01  1.042e+00 
 2.250e+01  1.079e+00 
 2.750e+01  9.103e-01 
 3.250e+01  8.673e-01 
 3.750e+01  7.937e-01 
 4.250e+01  9.216e-01 
 4.750e+01  8.939e-01 
 5.250e+01  9.103e-01 
 5.750e+01  8.885e-01 
 6.250e+01  9.241e-01 
 6.750e+01  9.140e-01 
 7.250e+01  1.054e+00 
 7.750e+01  1.077e+00 
 8.250e+01  1.026e+00 
 8.750e+01  5.876e-01 
