-8.750e+01  5.151e-02 
-8.250e+01  3.234e-01 
-7.750e+01  4.217e-01 
-7.250e+01  6.704e-01 
-6.750e+01  9.673e-01 
-6.250e+01  9.656e-01 
-5.750e+01  1.030e+00 
-5.250e+01  1.339e+00 
-4.750e+01  1.395e+00 
-4.250e+01  1.398e+00 
-3.750e+01  1.432e+00 
-3.250e+01  1.510e+00 
-2.750e+01  1.278e+00 
-2.250e+01  1.011e+00 
-1.750e+01  1.035e+00 
-1.250e+01  1.054e+00 
-7.500e+00  1.383e+00 
-2.500e+00  1.733e+00 
 2.500e+00  1.631e+00 
 7.500e+00  1.506e+00 
 1.250e+01  1.169e+00 
 1.750e+01  1.160e+00 
 2.250e+01  1.097e+00 
 2.750e+01  8.370e-01 
 3.250e+01  7.222e-01 
 3.750e+01  7.133e-01 
 4.250e+01  6.281e-01 
 4.750e+01  7.156e-01 
 5.250e+01  6.988e-01 
 5.750e+01  7.325e-01 
 6.250e+01  8.115e-01 
 6.750e+01  8.748e-01 
 7.250e+01  1.085e+00 
 7.750e+01  1.026e+00 
 8.250e+01  9.499e-01 
 8.750e+01  6.449e-01 
