-8.750e+01  1.693e-01 
-8.250e+01  1.022e+00 
-7.750e+01  1.189e+00 
-7.250e+01  1.400e+00 
-6.750e+01  1.349e+00 
-6.250e+01  1.366e+00 
-5.750e+01  1.274e+00 
-5.250e+01  1.345e+00 
-4.750e+01  1.212e+00 
-4.250e+01  1.133e+00 
-3.750e+01  1.052e+00 
-3.250e+01  9.169e-01 
-2.750e+01  8.562e-01 
-2.250e+01  8.061e-01 
-1.750e+01  9.247e-01 
-1.250e+01  1.034e+00 
-7.500e+00  1.291e+00 
-2.500e+00  1.511e+00 
 2.500e+00  1.585e+00 
 7.500e+00  1.512e+00 
 1.250e+01  1.073e+00 
 1.750e+01  9.780e-01 
 2.250e+01  9.018e-01 
 2.750e+01  8.197e-01 
 3.250e+01  6.915e-01 
 3.750e+01  7.983e-01 
 4.250e+01  8.147e-01 
 4.750e+01  8.772e-01 
 5.250e+01  9.564e-01 
 5.750e+01  9.144e-01 
 6.250e+01  8.686e-01 
 6.750e+01  8.915e-01 
 7.250e+01  7.900e-01 
 7.750e+01  7.064e-01 
 8.250e+01  6.540e-01 
 8.750e+01  3.175e-01 
