-8.750e+01  9.352e-02 
-8.250e+01  8.138e-01 
-7.750e+01  9.193e-01 
-7.250e+01  1.085e+00 
-6.750e+01  9.593e-01 
-6.250e+01  9.268e-01 
-5.750e+01  9.285e-01 
-5.250e+01  9.848e-01 
-4.750e+01  9.804e-01 
-4.250e+01  8.939e-01 
-3.750e+01  9.117e-01 
-3.250e+01  8.092e-01 
-2.750e+01  8.045e-01 
-2.250e+01  8.832e-01 
-1.750e+01  9.145e-01 
-1.250e+01  9.985e-01 
-7.500e+00  1.183e+00 
-2.500e+00  1.520e+00 
 2.500e+00  1.546e+00 
 7.500e+00  1.290e+00 
 1.250e+01  1.048e+00 
 1.750e+01  1.004e+00 
 2.250e+01  1.170e+00 
 2.750e+01  1.204e+00 
 3.250e+01  1.384e+00 
 3.750e+01  1.416e+00 
 4.250e+01  1.321e+00 
 4.750e+01  1.352e+00 
 5.250e+01  1.318e+00 
 5.750e+01  1.073e+00 
 6.250e+01  9.502e-01 
 6.750e+01  9.457e-01 
 7.250e+01  9.166e-01 
 7.750e+01  6.699e-01 
 8.250e+01  5.258e-01 
 8.750e+01  2.548e-01 
