-8.750e+01  6.823e-02 
-8.250e+01  5.225e-01 
-7.750e+01  5.754e-01 
-7.250e+01  8.457e-01 
-6.750e+01  1.048e+00 
-6.250e+01  1.070e+00 
-5.750e+01  1.272e+00 
-5.250e+01  1.453e+00 
-4.750e+01  1.331e+00 
-4.250e+01  1.341e+00 
-3.750e+01  1.270e+00 
-3.250e+01  1.233e+00 
-2.750e+01  1.139e+00 
-2.250e+01  9.341e-01 
-1.750e+01  9.955e-01 
-1.250e+01  1.119e+00 
-7.500e+00  1.384e+00 
-2.500e+00  1.608e+00 
 2.500e+00  1.811e+00 
 7.500e+00  1.598e+00 
 1.250e+01  1.331e+00 
 1.750e+01  1.124e+00 
 2.250e+01  1.020e+00 
 2.750e+01  8.055e-01 
 3.250e+01  7.042e-01 
 3.750e+01  6.467e-01 
 4.250e+01  6.519e-01 
 4.750e+01  6.952e-01 
 5.250e+01  7.737e-01 
 5.750e+01  7.723e-01 
 6.250e+01  8.989e-01 
 6.750e+01  8.252e-01 
 7.250e+01  8.713e-01 
 7.750e+01  8.857e-01 
 8.250e+01  8.483e-01 
 8.750e+01  5.261e-01 
