-8.750e+01  1.183e-01 
-8.250e+01  8.347e-01 
-7.750e+01  6.949e-01 
-7.250e+01  8.016e-01 
-6.750e+01  6.828e-01 
-6.250e+01  7.221e-01 
-5.750e+01  7.255e-01 
-5.250e+01  7.878e-01 
-4.750e+01  7.129e-01 
-4.250e+01  6.787e-01 
-3.750e+01  7.516e-01 
-3.250e+01  7.194e-01 
-2.750e+01  6.856e-01 
-2.250e+01  7.949e-01 
-1.750e+01  9.309e-01 
-1.250e+01  9.470e-01 
-7.500e+00  1.170e+00 
-2.500e+00  1.622e+00 
 2.500e+00  1.587e+00 
 7.500e+00  1.403e+00 
 1.250e+01  1.132e+00 
 1.750e+01  1.090e+00 
 2.250e+01  1.171e+00 
 2.750e+01  1.519e+00 
 3.250e+01  2.008e+00 
 3.750e+01  1.867e+00 
 4.250e+01  1.288e+00 
 4.750e+01  1.212e+00 
 5.250e+01  1.155e+00 
 5.750e+01  1.059e+00 
 6.250e+01  1.004e+00 
 6.750e+01  9.189e-01 
 7.250e+01  9.350e-01 
 7.750e+01  8.975e-01 
 8.250e+01  8.504e-01 
 8.750e+01  5.232e-01 
